timestamp,open,high,low,close,volume
1764784800000,92978.24,94170.65,92381,93457.44,95.86309259
1764806400000,93457.44,94076.89,92691.47,92994.06,75.32688464
1764828000000,92994.06,93647.75,92755.66,92948.29,55.30425835
1764849600000,92948.29,93278.67,91795.64,92449.17,113.8605659
1764871200000,92449.17,92725.64,90907.7,92053.05,106.00027541
1764892800000,92053.05,92696.01,91850.31,91945.75,59.81730329
1764914400000,91945.75,92531.81,91008.14,91327.67,23.12826692
1764936000000,91327.67,91490.83,88125.22,89376.73,191.38412583
1764957600000,89376.73,89854.03,88857.66,89337.5,90.15408024
1764979200000,89337.5,89800.43,89060,89614.25,28.69054817
1765000800000,89614.25,89765.75,89226.21,89630.33,5.85719775
1765022400000,89630.33,90256.33,89500,89746.68,35.44261896
1765044000000,89746.68,89828.72,88933.6,89212.47,36.48575168
1765065600000,89212.47,89810.02,89196.56,89538.28,12.08879171
1765087200000,89538.28,89756.17,89092.16,89176.58,6.47175317
1765108800000,89176.58,91300.55,87748,90975.84,68.24702066
1765130400000,90975.84,91781.29,88986.32,90432.01,66.16076895
1765152000000,90432.01,91720.99,89872.71,91330.02,54.21745928
1765173600000,91330.02,92301.07,91250,91975,41.56925834
1765195200000,91975,92151.7,89617.71,90276.85,132.21263412
1765216800000,90276.85,91393.73,89734.9,90662.41,101.11656265
1765238400000,90662.41,90865.69,89546.85,89928.51,89.98432896
1765260000000,89928.51,90607.53,89784.63,90391.2,49.39601674
1765281600000,90391.2,94656.3,90009.84,93900,157.11458685
1765303200000,93900,94239.81,92261.62,92740.6,78.47643228
1765324800000,92740.6,92802.34,91990,92589.57,61.13326869
1765346400000,92589.57,93265.72,91784.54,92131.23,40.9548174
1765368000000,92131.23,92617.17,91556,92385.8,114.82505738
1765389600000,92385.8,94500,91750,92017.04,205.9759309
1765411200000,92017.04,92112.2,89404.68,90315.1,93.53019587
1765432800000,90315.1,90506.86,89988.29,90290.14,34.16621185
1765454400000,90290.14,90649.85,89286.65,89965.58,165.48612549
1765476000000,89965.58,93595.56,89907.06,92579.25,181.72955953
1765497600000,92579.25,92790,91475.46,92460.51,65.51116518
1765519200000,92460.51,92741,92129.28,92415.97,26.70465535
1765540800000,92415.97,92693.4,89474,90058.49,190.60858104
1765562400000,90058.49,90689.83,89872.72,90279.24,71.51769408
1765584000000,90279.24,90456.56,90119.13,90349.01,12.4196832
1765605600000,90349.01,90635.89,90274.64,90358.29,5.94568836
1765627200000,90358.29,90498.86,89918.59,90074.12,14.42761081
1765648800000,90074.12,90296.44,89736.73,90288.76,23.38564639
1765670400000,90288.76,90499.26,90060.13,90224.85,25.57185415
1765692000000,90224.85,90317.39,88620.33,89454.97,32.50758939
1765713600000,89454.97,89660.57,88533.89,88824.16,48.10778086
1765735200000,88824.16,89075.96,87500,88146.99,108.79532217
1765756800000,88146.99,90015.84,88100.51,89606.67,48.77158672
1765778400000,89606.67,90000,89487.54,89643.97,65.32714248
1765800000000,89643.97,89843.83,85552,85735.86,185.65943504
1765821600000,85735.86,86538.45,85143,86418.36,126.20611913
1765843200000,86418.36,86506.77,85240.21,86004.29,81.16493277
1765864800000,86004.29,87318.02,85849.3,87252,52.6999923
1765886400000,87252,88139.62,86102.47,87094.17,197.70021802
1765908000000,87094.17,88000,87039.9,87841.59,105.7386581
1765929600000,87841.59,87927.79,86200,86596.52,51.36823358
1765951200000,86596.52,87106.96,86200,86961.64,45.10766439
